runnable_processes,blocked_processes,swap_used,free_memory,buffer_memory,page_cache,swap_in,swap_out,blocks_in,blocks_out,interrupts,context_switches,user_cpu,system_cpu,idle_cpu,io_wait,steal_time,guest_time,Principale1,Principale2,Principale3,Principale4,Principale5,Principale6,Principale7
1,0,338672,1052720,199996,376160,0,0,0,2,436,244,25,1,75,0,0,0,"-1,000790797","0,8548447211","0,9963755808","-0,862662788","-0,255709231","0,4547965476","-0,401223917"
1,0,338672,2683008,200004,376160,0,0,0,6,688,298,24,2,75,0,0,0,"0,0045265713","0,5620272272","1,493885669","0,600660148","0,4239404658","-1,269360068","0,4875567095"
1,0,338672,1995788,200004,376160,0,0,0,0,669,241,23,2,75,0,0,0,"-0,150181265","-0,158071268","1,7503480089","-0,154079352","0,0477476813","-0,557189211","0,8228950559"
1,0,338672,1233612,200004,376160,0,0,0,2,672,238,24,1,75,0,0,0,"-0,693153566","0,4361302684","1,2766979477","-0,774778128","-0,187175696","0,3306344212","-0,262192304"
1,0,338672,2857108,200012,376160,0,0,0,6,702,283,24,1,75,0,0,0,"-0,541362884","0,5255112099","1,054539152","0,3307278908","0,8818824194","-1,306651969","0,0715038942"
1,0,338672,2173612,200012,376160,0,0,0,2,683,259,24,1,75,0,0,0,"-0,621527097","0,4793340049","1,1408979961","-0,147961948","0,4378893059","-0,619409676","-0,05299418"
1,0,338672,1409504,200012,376160,0,0,0,2,672,243,24,1,75,0,0,0,"-0,68185425","0,4438271535","1,2504831194","-0,658204078","-0,069926443","0,1527955546","-0,220869659"
1,0,338672,643824,200020,376160,0,0,0,6,670,235,24,2,75,0,0,0,"-0,163125503","0,453332221","1,7892768896","-0,771639775","-0,925093669","0,7884785437","0,0420547837"
1,0,338672,2348128,200020,376160,0,0,0,0,726,298,25,1,74,0,0,0,"-0,306368829","1,2970547443","0,939296709","0,2100874271","0,5124399214","-0,849390933","-0,553284618"
1,0,338672,1592704,200020,376160,0,0,0,2,469,249,24,1,75,0,0,0,"-0,966040801","0,260790342","1,1103360398","-0,722618101","0,1460871327","-0,060401062","0,1160546064"
1,0,338672,830712,200028,376160,0,0,0,8,424,238,24,1,75,0,0,0,"-1,067748319","0,1901913276","1,2089436841","-1,251882933","-0,348093943","0,7061498779","-0,01155495"
1,0,338672,2541756,200028,376160,0,0,0,0,445,269,25,1,74,0,0,0,"-0,743158952","0,9967859703","0,7476781569","0,0440025759","0,7918247322","-1,09173932","-0,06842787"
1,0,338672,1786292,200028,376160,0,0,0,2,416,236,24,1,75,0,0,0,"-1,051639299","0,1960913641","1,048563422","-0,662377543","0,3103422523","-0,26756417","0,2553616465"
1,0,338672,1028080,200036,376160,0,0,0,6,425,243,24,1,75,0,0,0,"-1,055261772","0,2021280806","1,1775585232","-1,122671336","-0,216407812","0,506560395","0,0356491607"
1,0,338672,2680804,200036,376160,0,0,0,0,451,286,24,1,75,0,0,0,"-0,915276265","0,3008942305","0,9361287364","-0,013858188","0,876834005","-1,161648276","0,3931353963"
1,0,338672,1969236,200036,376160,0,0,0,2,429,238,24,2,75,0,0,0,"-0,46905192","0,2449791312","1,4454582021","-0,155160678","0,0910852258","-0,592636871","0,737282561"
1,0,338672,1207364,200044,376152,0,0,0,6,506,249,24,1,75,0,0,0,"-0,924260393","0,2876702482","1,1959791092","-0,928395736","-0,135079599","0,3367400545","-0,040620272"
1,0,338672,2828572,200044,376160,0,0,0,0,686,275,24,1,74,0,0,0,"-0,411552666","0,5987251982","1,01672132","0,2161024637","0,9234795586","-1,320328424","0,0800913545"
1,0,338672,2147376,200044,376160,0,0,0,2,666,250,24,1,75,0,0,0,"-0,658693137","0,4530084759","1,1345654659","-0,189297118","0,4327241801","-0,59715754","-0,026067227"
1,0,338672,1383520,200052,376152,0,0,0,6,803,399,24,1,75,0,0,0,"-0,317470445","0,7566088846","1,361703791","-0,387152986","-0,238521131","0,2318341716","-0,562928803"
1,0,338672,617632,200052,376160,0,0,0,0,713,307,23,2,75,0,0,0,"-0,062287538","-0,042088514","2,0020501007","-0,916166556","-0,952443473","0,8652356664","0,3419302652"
1,0,338672,2326604,200052,376160,0,0,0,2,722,278,24,1,74,0,0,0,"-0,372285032","0,630222527","1,1178255155","-0,063295922","0,5617713152","-0,804043266","-0,106833211"
1,0,338672,1566828,200060,376152,0,0,0,6,693,242,24,1,75,0,0,0,"-0,646838649","0,4588701925","1,2433051325","-0,536196822","0,0274721376","-0,004577997","-0,21182426"
1,0,338672,800940,200060,376160,0,0,0,2,705,255,24,2,75,0,0,0,"-0,088053847","0,5200805203","1,7841444641","-0,622544161","-0,845334352","0,6377264307","0,0183250807"
1,0,338672,2515628,200060,376160,0,0,0,2,721,286,24,2,74,0,0,0,"0,1967096568","0,6733689399","1,5070884635","0,4411601119","0,3497467872","-1,13591653","0,3914962228"
1,0,338672,1754808,200068,376160,0,0,0,8,597,239,24,1,75,0,0,0,"-0,783402256","0,3627866673","1,1628067076","-0,506763776","0,2019610667","-0,209764077","-0,022468988"
1,0,338672,1001384,200068,376160,0,0,0,0,416,238,24,2,75,0,0,0,"-0,523986721","0,2303591055","1,5868311755","-0,781010802","-0,564202254","0,3899423147","0,5073386962"
1,0,338672,2678000,200068,376160,0,0,0,2,450,271,24,1,74,0,0,0,"-0,766346351","0,3671785814","0,9109437725","-0,098245656","0,9321270438","-1,200792112","0,3860236309"
1,0,338672,1950000,200076,376160,0,0,0,6,428,248,24,1,75,0,0,0,"-1,015138861","0,218871517","1,0378804794","-0,531064627","0,4088812089","-0,42982619","0,2672350231"
1,0,338672,1192480,200076,376160,0,0,0,0,520,366,24,1,75,0,0,0,"-0,778728994","0,4569013558","1,2212502605","-0,808110903","-0,218174951","0,3794222441","-0,165745859"
1,0,338672,2822532,200076,376160,0,0,0,2,458,273,24,1,74,0,0,0,"-0,747768945","0,3784991057","0,8934989806","0,0027113848","1,0259459473","-1,346284454","0,4103345378"
1,0,338672,2066856,200084,376160,0,0,0,6,427,238,24,1,75,0,0,0,"-1,024019059","0,2065690403","1,0175160112","-0,46842327","0,4948294003","-0,551064096","0,3083974804"
1,0,338672,1309384,200084,376164,0,0,0,0,475,241,24,1,75,0,0,0,"-0,979789206","0,2600070769","1,1552793557","-0,906000139","-0,046030734","0,2266277251","0,044498797"
1,0,338672,544200,200084,376164,0,0,0,4,657,235,24,1,75,0,0,0,"-0,744773581","0,4131992718","1,3790717657","-1,22528188","-0,650446785","1,0289813803","-0,416418712"
1,0,338672,2266904,200092,376156,0,0,0,12,708,283,24,2,74,0,0,0,"0,1694646502","0,6410122325","1,5505432458","0,2783703162","0,1861286221","-0,885239561","0,3405646075"
1,0,338672,1511216,200092,376164,0,0,0,0,680,248,25,1,75,0,0,0,"-0,628878374","1,1002973583","1,0615092926","-0,345066748","-0,058735367","0,0227938103","-0,635649636"
1,0,338672,753552,200092,376164,0,0,0,2,680,247,24,1,75,0,0,0,"-0,691920332","0,4547323431","1,3593581335","-1,06095014","-0,524796333","0,8217977316","-0,404434957"
2,0,338672,2465936,200100,376164,0,0,0,6,759,332,25,1,75,0,0,0,"-0,203160655","1,5969467047","1,0580583637","1,759776397","4,1984634157","2,4615624193","-0,09129571"
1,0,338672,1712400,200100,376164,0,0,0,0,716,308,24,1,75,0,0,0,"-0,539640431","0,5745970547","1,2395140293","-0,35932194","0,0789029749","-0,135162013","-0,261464825"
1,0,338672,958840,200100,376164,0,0,0,2,683,248,24,2,75,0,0,0,"-0,124294012","0,4930695092","1,7470337053","-0,549836238","-0,723568298","0,472389024","0,0987179327"
1,0,338672,2667884,200108,376164,0,0,0,6,710,281,24,1,74,0,0,0,"-0,37509696","0,6206220168","1,0647848003","0,1489504742","0,7978713886","-1,152281474","-0,005560179"
1,0,338672,1903024,200108,376168,0,0,0,0,596,233,23,2,75,0,0,0,"-0,273591763","-0,234005618","1,7250660378","-0,287325504","0,0219703554","-0,475029313","0,9147813412"
1,0,338672,1149104,200108,376168,0,0,0,2,419,239,24,1,75,0,0,0,"-1,06949149","0,2011726901","1,1516095126","-1,058910514","-0,128800687","0,3814279161","0,0848424305"
1,0,338672,2784760,200116,376168,0,0,0,14,463,285,24,1,75,0,0,0,"-0,891621041","0,2925328295","0,9451066383","0,0756814094","0,9405744919","-1,265891972","0,3934463558"
1,0,338672,2103076,200116,376168,0,0,0,0,414,247,24,1,75,0,0,0,"-1,036247021","0,2163197823","0,9999507322","-0,453410597","0,5209020621","-0,587961684","0,3345387234"
1,0,338672,1345556,200116,376168,0,0,0,2,420,236,24,1,75,0,0,0,"-1,064910287","0,2000083587","1,1212865263","-0,936763388","0,006601884","0,1810468502","0,1373732653"
1,0,338672,579476,200124,376168,0,0,0,6,434,248,24,1,75,0,0,0,"-1,055935903","0,2169382274","1,25520626","-1,392216334","-0,530704273","0,9649723863","-0,096213941"
1,0,338672,2286116,200124,376168,0,0,0,0,439,263,24,1,75,0,0,0,"-0,975915338","0,2613915001","0,9885641176","-0,297840543","0,6251319407","-0,767176094","0,3313713792"
1,0,338672,1521976,200124,376168,0,0,0,2,441,252,24,2,75,0,0,0,"-0,45528871","0,2738269461","1,5262230723","-0,411698802","-0,22882916","-0,133188379","0,5931806996"
1,0,338672,760232,200132,376168,0,0,0,6,645,253,24,1,75,0,0,0,"-0,73591919","0,4242627245","1,3456700903","-1,078553356","-0,508192209","0,8114397083","-0,359856672"
1,0,338672,2469788,200132,376168,0,0,0,0,729,356,24,2,74,0,0,0,"0,2804473617","0,7733843379","1,5308514503","0,4913680515","0,2743325511","-1,072984133","0,3075725106"
1,0,338672,1705628,200132,376168,0,0,0,2,667,231,24,2,75,0,0,0,"-0,142136985","0,4630317452","1,6198011476","-0,109561468","-0,196454963","-0,293329524","0,3323072157"
1,0,338672,940072,200140,376168,0,0,0,6,676,241,24,1,75,0,0,0,"-0,698047504","0,4401728793","1,3329672493","-0,948729487","-0,392939894","0,6301282782","-0,346946565"
1,0,338672,2651080,200140,376168,0,0,0,0,722,294,24,1,74,0,0,0,"-0,348144089","0,658612293","1,070051607","0,1575975897","0,7738004721","-1,130883645","-0,033135159"
1,0,338672,1893560,200140,376168,0,0,0,2,682,252,24,1,75,0,0,0,"-0,646069776","0,4723186242","1,1854879581","-0,332230815","0,2499049287","-0,3366021","-0,114539648"
1,0,338672,1129676,200148,376168,0,0,0,6,685,241,24,1,75,0,0,0,"-0,678670254","0,4502596703","1,3087121514","-0,820426212","-0,267648076","0,4384848411","-0,310549712"
1,0,338672,2758564,200148,376168,0,0,0,0,724,293,25,1,74,0,0,0,"-0,306242788","1,2962854818","0,8764783959","0,463831178","0,7955466854","-1,268656757","-0,435853351"
1,0,338672,2068888,200148,376168,0,0,0,2,588,245,24,1,75,0,0,0,"-0,785586302","0,3761719058","1,104835958","-0,314976153","0,4173105056","-0,529550092","0,0740392407"
1,0,338672,1313464,200156,376160,0,0,0,8,414,236,24,1,75,0,0,0,"-1,073456915","0,1860347029","1,130892474","-0,95657806","-0,013597243","0,2128942573","0,1335251832"
1,0,338672,547344,200156,376172,0,0,0,0,425,245,24,1,75,0,0,0,"-1,078007056","0,2150646698","1,2482212028","-1,429283608","-0,546347033","0,9955168916","-0,082654593"
1,0,338672,2261524,200156,376172,0,0,0,2,444,274,24,1,74,0,0,0,"-0,790078581","0,3655530704","0,9749378019","-0,363361807","0,6479071003","-0,777591605","0,2861060196"
1,0,338672,1497920,200164,376172,0,0,0,8,431,257,24,1,75,0,0,0,"-1,01925509","0,229829767","1,1159083458","-0,802296256","0,0924961736","0,0322077638","0,1377636976"
1,0,338672,738400,200164,376172,0,0,0,0,421,231,24,1,75,0,0,0,"-1,093151208","0,1954563513","1,2139291299","-1,326634335","-0,406022883","0,7975020889","-0,014205111"
1,0,338672,2446216,200164,376172,0,0,0,2,443,274,24,1,75,0,0,0,"-0,95303268","0,2782238297","0,9712866568","-0,179168948","0,7258055379","-0,927127714","0,3563791572"
1,0,338672,1682096,200172,376172,0,0,0,6,442,267,24,1,75,0,0,0,"-0,987044441","0,257353119","1,093057329","-0,667014657","0,2076649334","-0,151471861","0,1624535659"
1,0,338672,916440,200172,376172,0,0,0,0,646,247,24,1,75,0,0,0,"-0,740529159","0,4296830654","1,3146307181","-0,990330255","-0,398157515","0,6511026142","-0,308935484"
1,0,338672,2623176,200172,376172,0,0,0,2,708,280,25,1,74,0,0,0,"-0,348817428","1,2617810422","0,889181466","0,3519618298","0,7174789173","-1,136060795","-0,437033184"
1,0,338672,1858288,200180,376172,0,0,0,6,676,233,24,1,75,0,0,0,"-0,676902489","0,4379103392","1,1898540505","-0,37581613","0,2386515234","-0,305786544","-0,10007482"
1,0,338672,1096444,200180,376172,0,0,0,0,693,253,24,2,75,0,0,0,"-0,103878626","0,5156865726","1,7316410988","-0,449533922","-0,637509802","0,3346178626","0,1192173238"
1,0,338672,2724640,200180,376172,0,0,0,2,718,292,24,1,75,0,0,0,"-0,521944504","0,5631999312","1,0847742814","0,2687799686","0,777806982","-1,168288355","0,0135366934"
1,0,338672,2039588,200188,376172,0,0,0,6,671,239,24,1,75,0,0,0,"-0,671615971","0,4421577579","1,1602006841","-0,259373856","0,3613481156","-0,489598887","-0,051005711"
1,0,338672,1275920,200188,376172,0,0,0,0,674,230,25,1,75,0,0,0,"-0,670015534","1,0740547478","1,093631338","-0,517397011","-0,207250088","0,2570430803","-0,669084833"
1,0,338672,1537188,200188,376172,0,0,0,2,683,236,24,1,75,0,0,0,"-0,676835616","0,4526504871","1,239556427","-0,573058601","0,0146821154","0,0223653448","-0,19266726"
1,0,338672,2227592,200196,376164,0,0,0,8,628,269,25,1,74,0,0,0,"-0,489691104","1,1610904701","0,9116657196","0,022505639","0,4897441152","-0,747106603","-0,418255066"
1,0,338672,1471924,200196,376172,0,0,0,0,427,253,24,1,75,0,0,0,"-1,035919743","0,2346105116","1,1081256037","-0,833780805","0,0795101565","0,0569484336","0,1483288956"
1,0,338672,718368,200196,376172,0,0,0,2,421,228,24,1,75,0,0,0,"-1,097555117","0,1895670416","1,2195909156","-1,340278871","-0,418506133","0,8171689959","-0,01758276"
1,0,338672,2431464,200204,376172,0,0,0,6,435,265,24,1,74,0,0,0,"-0,807413355","0,3423992666","0,9477350487","-0,269344325","0,7724615216","-0,953742439","0,3492883525"
1,0,338672,1675524,200212,376164,0,0,0,16,439,310,24,1,75,0,0,0,"-0,940486927","0,2935626","1,1130670651","-0,619285415","0,1784839453","-0,135584087","0,1180318841"
1,0,338672,917652,200212,376164,0,0,0,2,391,220,24,1,75,0,0,0,"-1,144088626","0,1531190988","1,1707293846","-1,249959229","-0,263998735","0,6085000739","0,0854566518"
1,0,338672,2630904,200212,376164,0,0,0,0,422,268,24,1,75,0,0,0,"-0,987100697","0,2569493231","0,9283877714","-0,089296009","0,8649611648","-1,119394238","0,4433253825"
1,0,338672,1874232,200220,376168,0,0,0,6,405,259,24,1,75,0,0,0,"-1,045468726","0,2153812534","1,0421725896","-0,587377458","0,3602710989","-0,353940088","0,274631572"
1,0,338672,1120552,200220,376168,0,0,0,4,609,211,24,1,75,0,0,0,"-0,827624507","0,3466822258","1,2615180005","-0,928617065","-0,221828325","0,4303552045","-0,171538848"
1,0,338672,2751248,200220,376168,0,0,0,0,667,249,25,1,74,0,0,0,"-0,441893273","1,1901380277","0,8393939518","0,3615040504","0,8415419148","-1,279039775","-0,312894039"
1,0,338672,2061608,200228,376160,0,0,0,12,665,235,24,1,75,0,0,0,"-0,682722461","0,4235578027","1,1606164077","-0,249114552","0,3803941992","-0,513669635","-0,037139241"
1,0,338672,1297736,200228,376168,0,0,0,2,677,250,24,1,75,0,0,0,"-0,680069217","0,4641356533","1,2768130686","-0,715065452","-0,154495632","0,2680955237","-0,25792194"
1,0,338672,535944,200228,376168,0,0,0,0,636,209,24,1,75,0,0,0,"-0,812992874","0,3723285962","1,3623492885","-1,27940176","-0,632275133","1,0282206416","-0,357029877"
1,0,338672,2248160,200236,376168,0,0,0,6,674,250,24,1,74,0,0,0,"-0,482321119","0,5496835685","1,1071156275","-0,180910403","0,544423795","-0,737541256","-0,030632938"
1,0,338672,1484288,200236,376168,0,0,0,2,656,212,24,1,75,0,0,0,"-0,746905661","0,3985737758","1,2293424677","-0,655958602","0,0043637423","0,0670047609","-0,144012844"
1,0,338672,714304,200236,376168,0,0,0,0,653,209,24,1,75,0,0,0,"-0,782306405","0,3899063291","1,3442926434","-1,150856213","-0,518383598","0,8491239519","-0,335164238"
1,0,338672,2422348,200244,376168,0,0,0,8,708,271,25,1,74,0,0,0,"-0,365843499","1,2422889575","0,9274348835","0,2217897731","0,584075497","-0,933827887","-0,484348644"
1,0,338672,1666660,200244,376168,0,0,0,2,413,215,24,1,75,0,0,0,"-1,092948196","0,1739632839","1,06650955","-0,760808637","0,2401152488","-0,151557938","0,2534938353"
1,0,338672,900804,200244,376168,0,0,0,0,380,209,24,1,75,0,0,0,"-1,175410151","0,1332153821","1,1635699042","-1,283811936","-0,264155438","0,6215402824","0,1096989694"
1,0,338672,2544112,200252,376172,0,0,0,8,427,264,25,1,74,0,0,0,"-0,780680709","0,9689068612","0,7510754145","0,0331962183","0,8018022707","-1,098225059","-0,038285358"
1,0,338672,1791876,200252,376172,0,0,0,2,399,232,24,1,75,0,0,0,"-1,090550177","0,1830139132","1,0426317112","-0,676653674","0,3224026413","-0,277147977","0,290993909"
1,0,338672,1037956,200252,376172,0,0,0,0,412,241,24,1,75,0,0,0,"-1,088659157","0,2045119563","1,1662006004","-1,134145635","-0,203660961","0,4934992179","0,0698154826"
1,0,338672,2675476,200260,376172,0,0,0,6,456,300,24,1,74,0,0,0,"-0,731792118","0,4094149409","0,9292174805","-0,058598234","0,9089302696","-1,19147332","0,3516343052"
1,0,338672,1990212,200260,376172,0,0,0,2,399,233,24,1,75,0,0,0,"-1,082919901","0,1858901074","1,0121956849","-0,550057162","0,4572718557","-0,478700699","0,3418059247"
1,0,338672,1234516,200260,376172,0,0,0,8,558,236,24,1,75,0,0,0,"-0,870186517","0,3254333111","1,2257621595","-0,873217374","-0,135342889","0,3128439854","-0,093254942"
1,0,338672,2857004,200268,376172,0,0,0,6,663,257,25,1,75,0,0,0,"-0,601774737","1,1013652389","0,855919308","0,5073089104","0,8613054499","-1,346921989","-0,270307893"
1,0,338672,2125640,200268,376172,0,0,0,2,668,254,24,1,75,0,0,0,"-0,661873615","0,4676650831","1,1449227932","-0,195033371","0,4127177175","-0,574549873","-0,0324255"
1,0,338672,1369960,200268,376172,0,0,0,0,629,208,24,2,75,0,0,0,"-0,241850328","0,4041502874","1,6472244027","-0,381524388","-0,39595549","0,0373307953","0,3266149572"
1,0,338672,618408,200276,376164,0,0,0,6,645,209,24,1,75,0,0,0,"-0,795999545","0,3736274042","1,3627446134","-1,212892511","-0,581235094","0,9455876711","-0,352682228"
1,0,338672,2337604,200276,376172,0,0,0,2,686,256,24,2,75,0,0,0,"-0,07096984","0,5214803302","1,5400941102","0,3351406986","0,2109646097","-0,928449004","0,4497767906"
1,0,338672,1583964,200276,376172,0,0,0,0,659,210,25,1,75,0,0,0,"-0,707349674","1,0401902758","1,0357249141","-0,356382286","0,0208395386","-0,063051493","-0,546705202"
1,0,338672,830396,200284,376172,0,0,0,6,671,237,24,1,75,0,0,0,"-0,719890118","0,4348060408","1,3497308527","-1,025590843","-0,464524296","0,7396978832","-0,360758901"
1,0,338672,2547632,200284,376172,0,0,0,2,693,260,24,2,75,0,0,0,"-0,049363892","0,5347880402","1,5122905013","0,4787033757","0,3488550846","-1,140261954","0,4907219353"
1,0,338672,1788108,200284,376172,0,0,0,0,411,210,24,1,75,0,0,0,"-1,099999761","0,1712571751","1,0441662383","-0,692553137","0,3267667001","-0,276644633","0,2953164172"
1,0,338672,1034476,200292,376172,0,0,0,8,380,215,24,2,75,0,0,0,"-0,606773675","0,1632810798","1,5721253423","-0,807718744","-0,514575353","0,3457203668","0,5880565134"
1,0,338672,2672008,200292,376172,0,0,0,2,418,249,24,1,74,0,0,0,"-0,847600515","0,3174517199","0,8951489026","-0,152433991","0,9535333178","-1,204655689","0,4568866362"
1,0,338672,1991112,200292,376172,0,0,0,0,393,216,24,1,75,0,0,0,"-1,112971874","0,1633552037","1,0039073836","-0,574332953","0,4703339747","-0,48433704","0,3688903466"
1,0,338672,1231540,200300,376172,0,0,0,6,404,263,24,1,75,0,0,0,"-1,06823654","0,2178632936","1,1439795451","-0,990009837","-0,081356354","0,3003259866","0,1075724689"
1,0,338672,2858728,200300,376172,0,0,0,2,426,256,24,2,75,0,0,0,"-0,434174382","0,2799294263","1,3150014338","0,4259876126","0,6876385397","-1,494661145","0,9631095581"
1,0,338672,2176976,200300,376172,0,0,0,0,392,207,24,1,75,0,0,0,"-1,118351149","0,1527663819","0,973011293","-0,466988809","0,6028598655","-0,675550234","0,427062845"
1,0,338672,1413104,200308,376172,0,0,0,6,578,227,25,1,75,0,0,0,"-0,811155515","0,9752246039","1,0281906541","-0,515305398","-0,068934698","0,1033142357","-0,493509889"
1,0,338672,647216,200308,376172,0,0,0,4,654,230,23,2,75,0,0,0,"-0,242284131","-0,190671078","1,9610782343","-1,026075967","-0,863497985","0,8092891322","0,5088648368"
1,0,338672,2362584,200308,376172,0,0,0,0,683,256,25,1,74,0,0,0,"-0,428020015","1,2144436558","0,9119465019","0,1384219868","0,563791414","-0,880178634","-0,441177275"
1,0,338672,1603060,200316,376164,0,0,0,6,646,222,24,1,75,0,0,0,"-0,747736876","0,398853695","1,2136844935","-0,575082909","0,0832737817","-0,053121438","-0,109218027"
1,0,338672,847380,200316,376172,0,0,0,2,658,210,24,1,75,0,0,0,"-0,77175549","0,3964726173","1,3308168514","-1,058438633","-0,431278092","0,7144780437","-0,308434242"
1,0,338672,2556148,200316,376172,0,0,0,0,685,250,24,2,75,0,0,0,"-0,074296022","0,5191170013","1,5029945811","0,4647165941","0,3640509297","-1,152376717","0,51628312"
1,0,338672,1791268,200324,376172,0,0,0,6,661,213,24,1,75,0,0,0,"-0,729663274","0,4034587843","1,1914325348","-0,451576947","0,209988516","-0,24451857","-0,073656566"
1,0,338672,1033508,200324,376172,0,0,0,2,656,206,24,1,75,0,0,0,"-0,773030244","0,3911566901","1,3002432933","-0,946625777","-0,300963737","0,523961942","-0,253316238"
1,0,338672,2674036,200324,376172,0,0,0,0,711,273,25,1,74,0,0,0,"-0,358092204","1,2647529152","0,882651415","0,3791089463","0,7537214046","-1,189401917","-0,416049419"
1,0,338672,1974508,200332,376164,0,0,0,8,420,215,24,1,75,0,0,0,"-1,07281861","0,1763123001","1,031682841","-0,553181246","0,4457233726","-0,463846396","0,3203321981"
1,0,338672,1220776,200332,376176,0,0,0,2,387,208,24,1,75,0,0,0,"-1,158047732","0,1407629806","1,1220471519","-1,073345659","-0,049200879","0,2965843954","0,1841120409"
1,0,338672,2842284,200332,376176,0,0,0,0,409,255,24,1,75,0,0,0,"-1,01850881","0,2342111102","0,8887586018","0,0199552534","1,0218298488","-1,33945497","0,5321269168"
1,0,338672,2169032,200340,376176,0,0,0,6,396,233,25,1,75,0,0,0,"-1,04586131","0,8168205849","0,8113824296","-0,197865481","0,5284299483","-0,689636925","-0,037669327"
1,0,338672,1405160,200340,376176,0,0,0,2,390,214,24,2,75,0,0,0,"-0,585587511","0,1851747398","1,513888806","-0,570235689","-0,265111947","-0,030456115","0,677260699"
1,0,338672,639272,200340,376176,0,0,0,0,382,197,24,1,75,0,0,0,"-1,19908795","0,1218220014","1,2053224798","-1,459119341","-0,437741562","0,8849115632","0,0523490981"
1,0,338672,2354972,200348,376180,0,0,0,6,443,290,24,1,74,0,0,0,"-0,776874896","0,3856360894","0,971969151","-0,282991818","0,700951131","-0,86972991","0,2986975876"
1,0,338672,1599544,200348,376180,0,0,0,4,541,227,24,2,75,0,0,0,"-0,342939659","0,3426564777","1,572758721","-0,292913672","-0,210191596","-0,204368682","0,4951643718"
1,0,338672,831576,200348,376180,0,0,0,0,650,211,24,1,75,0,0,0,"-0,785328123","0,3943561554","1,3274247237","-1,076358017","-0,438960087","0,7295135436","-0,299252621"
1,0,338672,2541936,200356,376180,0,0,0,12,694,264,25,1,74,0,0,0,"-0,392837","1,2188633396","0,9072131781","0,2819785951","0,6748788117","-1,05921997","-0,427145741"
1,0,338672,1778056,200356,376180,0,0,0,10,646,212,23,2,75,0,0,0,"-0,233896216","-0,220626437","1,7860614984","-0,330778817","-0,077946122","-0,346129441","0,8266716717"
1,0,338672,1020296,200356,376180,0,0,0,0,647,210,24,1,75,0,0,0,"-0,78464083","0,3918421702","1,2964441694","-0,960692088","-0,308124023","0,5368847394","-0,244754654"
1,0,338672,2674064,200364,376180,0,0,0,6,696,266,24,1,74,0,0,0,"-0,423234239","0,5978553771","1,0591687853","0,1265994868","0,8149587758","-1,164584897","0,0367726357"
1,0,338672,1962448,200364,376180,0,0,0,2,656,211,24,1,75,0,0,0,"-0,737076584","0,40515294","1,1579086662","-0,353369179","0,3305390478","-0,41999933","-0,01555171"
1,0,338672,1204672,200364,376180,0,0,0,0,650,215,24,1,75,0,0,0,"-0,768660806","0,4024347045","1,270581613","-0,835992097","-0,186472386","0,3508317323","-0,205582242"
1,0,338672,2834432,200372,376180,0,0,0,6,686,252,24,2,74,0,0,0,"0,1071535209","0,6049380291","1,4438240611","0,5816774749","0,6001072651","-1,473415417","0,5608478433"
1,0,338672,2156836,200372,376180,0,0,0,2,439,225,24,1,75,0,0,0,"-1,032455882","0,2188963985","1,0097046127","-0,415223938","0,5561324512","-0,644750743","0,3372781279"
1,0,338672,1401148,200372,376180,0,0,0,0,400,230,24,1,75,0,0,0,"-1,111112744","0,1862196033","1,1038709031","-0,925824685","0,0553127629","0,1196019659","0,1947686837"
1,0,338672,649328,200380,376180,0,0,0,12,440,309,24,1,75,0,0,0,"-0,985076474","0,2985592641","1,2719443072","-1,270909756","-0,523526237","0,9075981062","-0,141163121"
1,0,338672,2358516,200380,376180,0,0,0,2,409,244,25,1,74,0,0,0,"-0,844318343","0,9397324932","0,7619681947","-0,12612731","0,6943669866","-0,916858357","-0,033466774"
1,0,338672,1598732,200380,376180,0,0,0,0,389,211,23,2,75,0,0,0,"-0,6231716","-0,449618147","1,6592604608","-0,690707248","-0,079527439","-0,199856039","1,163394901"
1,0,338672,832876,200388,376180,0,0,0,10,407,228,24,1,75,0,0,0,"-1,118379619","0,1713065973","1,2079566517","-1,271508313","-0,33634685","0,6983590073","0,0304756599"
1,0,338672,2546568,200388,376184,0,0,0,2,426,267,24,2,74,0,0,0,"-0,269090381","0,3825608076","1,3422018471","0,1725466777","0,5160170943","-1,213471177","0,8536222439"
1,0,338672,1782688,200388,376184,0,0,0,0,509,215,24,1,75,0,0,0,"-0,955892382","0,2738603862","1,1029367859","-0,599749486","0,273779789","-0,256762225","0,1498216791"
1,0,338672,1020832,200396,376184,0,0,0,6,650,223,24,1,75,0,0,0,"-0,764484897","0,4028328873","1,3085396091","-0,938063292","-0,317605574","0,5396344746","-0,265081006"
1,0,338672,2675364,200396,376184,0,0,0,2,689,253,25,1,74,0,0,0,"-0,414604695","1,2185308898","0,8706675217","0,3413137598","0,77545111","-1,198407994","-0,365350635"
1,0,338672,1959652,200396,376184,0,0,0,0,652,208,24,1,75,0,0,0,"-0,748783025","0,4019138619","1,1539352255","-0,363541467","0,3321593987","-0,4185157","-0,005137641"
1,0,338672,1197780,200404,376184,0,0,0,6,666,231,24,1,75,0,0,0,"-0,726417321","0,4294023184","1,2916177991","-0,802976662","-0,208784676","0,3636023036","-0,249449839"
1,0,338672,2820884,200404,376184,0,0,0,8,703,251,24,2,74,0,0,0,"0,1300439127","0,6176821973","1,4583601245","0,5898383844","0,5830224735","-1,457554427","0,5326528263"
